date,ann_vol_1m_%,skew_1m,kurt_1m,max_ret_1m,min_ret_1m,streak_up_1m,streak_down_1m,RSI14_last,MA_GAP50_last,MACD_hist_last,high_vol,ECSU
2006-03-31,11.313236413978867,0.08220008993299241,-0.6454186230451375,0.016833728670900605,-0.010669037563903028,5,3,49.4496189669771,1.4064012602894582,0.0018483627404029292,1,268.60485120952995
2006-04-30,5.433343334692848,-0.3572278693904939,0.5658570342827098,0.005614192679092689,-0.009456440804169741,3,7,41.166077738515924,-0.6121136435528585,-0.0022947538627451263,0,246.86938499223191
2006-05-31,25.116667966726286,1.140709482777531,1.3990498163715062,0.04890198554690239,-0.02068159956025839,5,2,83.97753551370994,12.24374089591469,0.01139969873138115,1,263.06120358593387
2006-06-30,26.060210202466006,0.5206614392988071,0.010515854817135573,0.03996378685980351,-0.027368918839037693,5,4,61.69083834453484,8.2008534606,-0.005542542303120776,1,272.1472041126031
2006-07-31,19.91631108454388,0.36304482997842114,-0.060932072311323804,0.022756742738589075,-0.02538389219680348,2,4,32.520325203251986,-4.497866996150945,-0.009372452045390556,1,132.29765563070035
2006-08-31,12.829977838716786,0.018764014446010117,-0.6242178222769512,0.015437392795883298,-0.015839989261024257,2,7,58.31305758313052,-3.7436434789303474,0.006662507356273068,1,268.1844564882768
2006-09-30,19.362354455670346,1.1204583571928874,2.576580287840759,0.038487599945792095,-0.01948691030772265,4,2,55.69892473118282,1.1328279952614428,0.004619953234601278,1,260.9338026240438
2006-10-31,10.267762013827241,-0.09947329369023147,-0.8436374640257354,0.009994669509594933,-0.012600606940229686,2,4,27.030162412993135,-1.3741689804129043,-0.0047483527796505194,1,133.96613517196474
2006-11-30,10.322829289696825,-0.20861302902281098,-0.6272376499818217,0.010908842980841271,-0.012813522355507145,6,2,58.80000000000004,-0.4730076283674278,0.003694330971945051,1,136.59303533000332
2006-12-31,6.68337324669413,0.05400149468820981,-0.15630764320215196,0.007049554219365595,-0.00967961826857533,2,3,35.68627450980392,-1.9480564321771143,0.00015319732594815116,0,138.2092659990463
2007-01-31,10.684829052001582,0.6270773492200514,-0.6174665418226608,0.012787904479299117,-0.008816641410662518,4,3,35.606060606060566,-0.5349811997889531,0.0010474172285448793,1,102.04789780393193
2007-02-28,7.305926371340298,0.48735284660317063,0.03701296410523591,0.009307359307359375,-0.009434626487361708,2,6,48.01178203240064,-1.1220166613183369,0.00057320203881632,0,101.40681450288247
2007-03-31,13.457112901974149,0.7352806715505759,0.4282222626189296,0.02145561632309656,-0.01345414607358597,4,5,35.27542372881351,-0.950246130957888,-0.0018677473210947787,1,201.81063163444117
2007-04-30,8.279783987608063,-0.15210065743947343,-0.505750374594673,0.007635851434502072,-0.012360211889346662,2,4,32.45614035087729,-3.820776961982597,-0.002554581693982134,0,96.90834406428212
2007-05-31,13.414033592404989,0.7259063816290092,2.0450602607073964,0.02511620932673564,-0.017285022058291744,3,3,45.51201011378012,-1.7083860453512734,0.0013918037665087146,1,185.10240876510264
2007-06-30,13.41415369613325,0.7318340596523144,0.9181160507530013,0.022931960947551566,-0.01473366074801652,4,5,36.900684931506845,-0.7888823465795003,0.0014228444757118956,1,198.28363501322715
2007-07-31,15.55505570893846,1.8830959955547115,4.174872840553247,0.03275712368774175,-0.011186203682125528,3,5,57.31795241528479,0.14375214555442106,0.00458434556202008,1,96.54389437305528
2007-08-31,28.382121564896284,0.07868246219437974,-0.38314235785370565,0.03911742707554233,-0.035850003585000345,4,2,59.56102427668775,2.287752529135023,-0.0012393960380602358,1,98.41033624859091
2007-09-30,13.097063980612061,-0.8151034194735911,0.5863980746378861,0.007513270722744103,-0.024800841725537315,2,4,18.196721311475386,-5.647052615077541,-0.005715459060090418,1,93.21486797687399
2007-10-31,17.025633192186262,1.143270957560732,1.157544221801758,0.02817720887706754,-0.016976556184317038,2,4,52.042740414833425,-4.939932249257639,0.0020948940004136447,1,182.31604194406822
2007-11-30,16.618338633898478,0.21105081977600681,0.00616330316636704,0.021730010906955366,-0.020892057701873523,3,3,51.78326474622767,-0.8861377152268868,0.002636443693843597,1,54.25083773731251
2007-12-31,7.445549918343635,0.5319119529712236,1.224744390571776,0.011205432937181792,-0.011005628833067216,2,5,42.90843806104135,-1.5667895785110741,-1.6308201708884872e-05,0,57.28576074263202
2008-01-31,15.935949797859589,0.16239928639457474,-0.2788523330328738,0.019647525086432305,-0.020363280931823713,5,4,55.94405594405593,-0.27414239487680847,0.0005666905982429121,1,138.7777579105826
2008-02-29,13.384223969834864,0.849454058961698,0.06334556783100664,0.02026746407508928,-0.012867797721498264,5,6,39.71291866028708,-0.15621701498840235,-0.002589380397956251,1,145.8310615500045
2008-03-31,24.0508843375255,0.3602963693351943,-0.7136862142993827,0.0355860267711392,-0.01874346392084314,3,2,59.61722488038279,5.755848850017475,0.00267675691005553,1,145.27977641329213
2008-04-30,17.98930582647302,-0.10371516062627402,-0.24656365099122235,0.02338816558821244,-0.024837686848860008,3,6,47.5536480686695,1.9821251241310955,-0.0065638925141694,1,131.75634974709598
2008-05-31,11.813231243035432,0.15114774709892434,-0.7401122813793877,0.013374979977575085,-0.015749920051167154,3,5,28.954937679769714,-4.106749741699045,-0.001936754270999588,1,280.7627142957459
2008-06-30,11.14560530834837,-0.034403348174057845,-1.349043083268964,0.011766641981403758,-0.011487789203084797,3,4,41.62537165510414,-1.8706505777947968,-0.0004696288657979955,1,149.6263034061252
2008-07-31,9.974322950009592,-0.14069953409672176,-0.9286248531583152,0.009275689627359363,-0.01178227680053101,3,4,30.32786885245916,-2.884438189328864,-0.0004320560702058586,0,140.16037791704036
2008-08-31,11.396565190227747,-1.5935592485285084,4.666879966255576,0.013300154453406599,-0.02434928631402189,5,3,57.93269230769231,-1.1359170923719408,0.00258740748427931,1,135.77791560385407
2008-09-30,18.03621099856442,-0.16189817948148696,-0.966947963258785,0.019511010362694314,-0.018514178579798535,5,5,55.247524752475265,2.6361099960521495,-0.003071484234080152,1,146.555216053935
2008-10-31,62.54664786203287,-1.26967348723963,2.9534966431816088,0.07296838254507465,-0.11250147562271273,4,2,59.29492157167263,13.47787498415114,0.008771480949211513,1,162.74664941528002
2008-11-30,34.70927572771655,0.214017879633555,-0.5079356096801506,0.04372373949579833,-0.03853025250119102,3,3,53.6890477406178,6.2118863328237905,-0.014882805594296292,1,322.07021625187576
2008-12-31,12.10330536131731,-0.1662199494784172,0.19295381149702795,0.014969106312503921,-0.016194856513571332,2,4,23.48178137651827,-3.387171016659918,-0.005883978500047803,1,321.8622683646105
2009-01-31,19.182395933020857,0.13789229303385894,-1.1140524513725671,0.022776644065565232,-0.017397102503485473,4,4,62.437331276513724,2.133798115210217,0.0003051760265380815,1,227.02327342927703
2009-02-28,13.912279780210302,-0.0715582274335533,-1.3744632745614576,0.014766759345072655,-0.012187976092816077,3,2,65.87048832271768,5.079048752847171,0.0011461367103730163,1,219.76024476140714
2009-03-31,21.773688662725256,-0.3577035574376723,0.09562759449808755,0.027531900218416006,-0.03032894361780969,4,2,33.00304878048776,0.9030768864669136,-0.0077203374621119016,1,231.69049630794171
2009-04-30,21.93153349400551,0.25030558922997204,-1.0130650516171944,0.025027134010087382,-0.020905081263971947,5,5,49.36431389741343,-3.777995535826728,0.0050866400192307,1,106.5231100326882
